,Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector,description
1197,TSX,Gluskin Sheff + Associates Inc.,GS,490693837.9,Canada,ON,Financial Services,,"goeasy Ltd provides financial services to own furniture, electronics, computers, and appliances. It offers merchandise leasing of household furnishings, appliances, and home electronic products to consumers under weekly or monthly leasing agreements. The company also offers unsecured installment loans to consumers. Its reportable business segments include easyhome and easyfinancial, of which it derives maximum revenue from easyfinancial segment."
1198,TSX,GMP Capital Inc.,GMP,401577315.17,Canada,ON,Financial Services,,"GMP Capital Inc. is a leading independent diversified financial services firm in Canada, providing a wide range of financial products and services to a global client base that includes corporate clients, institutional investors and high-net-worth individuals in two integrated reporting segments: Capital Markets and Wealth Management. Building on our legacy of superior execution capabilities the Capital Markets segment provides investment banking, including advisory and underwriting services, institutional sales and trading and research through offices located in Toronto, Montreal, Calgary, London and Nassau. Our Wealth Management consists of GMP's non-controlling ownership interest in Richardson GMP Limited. Richardson GMP Limited is Canada's largest, full-service independent firm focused on providing exclusive and comprehensive wealth management and investment services delivered by an experienced team of investment professionals."
1199,TSXV,GMV Minerals Inc.,GMV,11035365.04,Canada,BC,Mining,,"GMV Minerals Inc is an exploration stage and its principal business activity is the sourcing and exploration of mineral properties. The company is in the process of exploring its principal mineral properties in SE Arizona. It has one operating segment: mineral exploration. GMV Minerals operates in one geographical segment, the United States of America. The company, through its subsidiary, holds an interest in a mining property lease, referred to as the Mexican Hat project."
1200,TSXV,GobiMin Inc.,GMN,25413241.0,Asia,China,Mining,,"GobiMin Inc., together with its subsidiaries, is engaged in the investment in equity, debt or other securities as well as direct ownership stakes in projects, including the development of mineral properties, mainly in the Xinjiang Uygur Autonomous Region (""Xinjiang"") of the People's Republic of China."
1201,TSX,goeasy Ltd.,GSY,320393330.4,Canada,ON,Diversified Industries,Consumer Products and Services,"goeasy Ltd provides financial services to own furniture, electronics, computers, and appliances. It offers merchandise leasing of household furnishings, appliances, and home electronic products to consumers under weekly or monthly leasing agreements. The company also offers unsecured installment loans to consumers. Its reportable business segments include easyhome and easyfinancial, of which it derives maximum revenue from easyfinancial segment."
1202,TSX,GoGold Resources Inc.,GGD,99398358.98,Canada,NS,Mining,,"GoGold Resources Inc is a Canadian-based mining company. It engages in the business of exploration, development, and production of gold and silver. These processes are primarily carried in Mexico by the company. The mining project owned by the company includes Parral mine project which is in commercial production. The company generates revenues from the sale of gold, silver, and other by-products."
1203,TSXV,Gold Bullion Development Corp.,GBB,25213159.725,Canada,BC,Mining,,"Goodbaby International Holdings Ltd is a Chinese manufacturer of baby and youth products. The company has four reportable segments namely Strollers and accessories, Car seats and accessories, Non-durable products and Others. It derives maximum revenue from the Strollers and accessories segment. Geographically, it generates majority revenue from Mainland China and also has a presence in European, North America, and Other Countries. The company's own-branded products, which contribute the majority of company revenue, include its Evenflo, Cybex, Happy Dino, and gb Global brands."
1204,TSXV,Gold Horn International Enterprises Group Limited,GHE,225000.0,Asia,Hong Kong,CPC,,Gold Horn International Enterprises Group Ltd is a capital pool company.
1205,TSXV,Gold Reach Resources Ltd.,GRV,4697347.4,Canada,BC,Mining,,"Greatview Aseptic Packaging Co Ltd manufactures and sells a variety of paper-based packaging products. The company's primary product categories include packaging for dairy products and noncarbonated soft drink products. The sale of packaging for dairy products generates the majority of revenue. Greatview Aseptic Packaging also sells scrap metals. The firm organizes itself into two segments based on geography: People's Republic of China, or PRC, and International. The PRC segment generates the majority of revenue."
1206,TSXV,Gold Reserve Inc.,GRZ,436686910.93,USA,USA,Mining,,"Gold Reserve Inc is engaged in the business of acquiring, exploring and developing mining projects. The company operates in one operating segment which is exploration and development of mineral property. It focuses on the development of the Brisas gold and copper project located in Venezuela."
1207,TSXV,Gold Standard Ventures Corp.,GSV,664550205.0,Canada,BC,Mining,,"Gold Standard Ventures Corp is an advanced stage gold exploration company. The firm engages in acquiring and exploring mineral projects, in and around Nevada for gold and other minerals. The firm focuses on obtaining discoveries at the Railroad-Pinion gold project located within the Nevada's Carlin Trend and Lewis gold project located in Lander County. It also operates mining projects names Bald Mountain, North Bullion, Dark Star and Pinion in Nevada."
1208,TSXV,Goldbank Mining Corporation,GLB,2248043.625,Canada,BC,Mining,,"Goldbank Mining Corp is an exploration stage company which is engaged in the process of exploring its mineral property in Canada. The company is involved in the exploration and development in the Yukon including the Leota Gold project which includes hard rock mining claims of Gold properties in the Klondike region of the Yukon Territories, Canada, and the Hasenfuss."
1209,TSXV,Goldbelt Empires Limited,GBE,292500.0,Asia,Hong Kong,Mining,,"Goldbelt Empires Ltd focuses on the acquisition, exploration, and development of gold resources in West Africa. The company also explores for base metals. Its flagship project is the South Morila (Kola) Concession covering an area of 150 square kilometers located in the Sikasso Region of southern Mali."
1210,TSXV,Goldcliff Resource Corporation,GCN,5319117.72,Canada,BC,Mining,,"Goldcliff Resource Corp is a mine development company based in Canada. It is engaged in the acquisition, exploration, evaluation, and development of mineral assets in the United States and Canada. The company owns an interest in the Panorama Ridge gold project, Pine Grove project, and Ainsworth Silver property."
1211,TSX,Goldcorp Inc.,G,15135398059.0,Canada,BC,Mining,,
1212,TSXV,Golden Arrow Resources Corporation,GRG,70843686.52,Canada,BC,Mining,,"Golden Arrow Resources Corp is engaged in the acquisition, exploration and development of resources properties in South America. It has one reportable segment being Mineral Exploration and Development. Its projects include Chinchillas, Caballos, Mogote, and Pescado and many more."
1213,TSXV,Golden Dawn Minerals Inc.,GOM,21234752.1,Canada,BC,Mining,,Golden Dawn Minerals Inc is a Canada based mineral exploration company. The principal activity of the company is the acquisition and exploration of mineral resource properties in Canada.
1214,TSXV,Golden Goliath Resources Ltd.,GNG,5333044.45,Canada,BC,Mining,,Golden Goliath Resources Ltd is an exploration stage company. The company's principal business activity is the acquisition and exploration of resource properties. It has two properties in Canada namely Kwai and SLF in the Dixie Lake area and San Timoteo and La Cruz in Mexico.
1215,TSXV,Golden Hope Mines Limited,GNH,3001754.36,Canada,ON,Mining,,"Vifor Pharma AG is a specialty drug manufacturing and licensing company. It researches, develops, and produces its pharmaceutical products and markets and distributes them worldwide. Most of its sales are generated in the USA, with Europe also a strong contributor. The company considers merger and acquisition investment as a potential component of its operational growth strategy for expanding its research, development, manufacturing, and marketing capabilities."
1216,TSX,Golden Minerals Company,AUM,82695638.13,USA,USA,Mining,,"Golden Minerals Co is a US-based exploration stage company. It is engaged in mining, construction, and exploration of precious metals and mineral properties. It owns and operates Velardena and Chicago precious metals mining properties and associated oxide and sulfide processing plants in the State of Durango, Mexico, the El Quevar exploration property in the province of Salta, Argentina, and a diversified portfolio of precious metals and other mineral exploration properties located in or near historical precious metals producing regions of Mexico. The company's business is structured into two divisions, its Velardena Properties in Mexico and the other comprised of non-revenue producing activities including exploration, construction and general and administrative activities."
1217,TSXV,Golden Peak Minerals Inc.,GP,5380478.45,Canada,BC,Mining,,"Great Panther Mining Ltd is a precious metals mining and exploration company. The company operates three mines including the Tucano Gold Mine in Amapa State, Brazil, and two primary silver mines in Mexico: the Guanajuato Mine Complex and the Topia Mine."
1218,TSXV,Golden Predator Mining Corp.,GPY,43162258.72,Canada,AB,Mining,,"Golden Predator Mining Corp is a Canada based exploration stage company engaged in the business of acquiring and exploring mineral properties. It owns properties primarily in Yukon, Canada. Some of the company's projects located in Yukon are the 3 Aces, Brewery Creek and Yukon Mint among others."
1219,TSX,Golden Queen Mining Co. Ltd.,GQM,91059917.6,Canada,BC,Mining,,
1220,TSXV,Golden Reign Resources Ltd.,GRR,39190781.04,Canada,BC,Mining,,"GrandVision NV is an optical retailer present in various countries in Europe, the Americas, and Asia. The company provides expert optical services, prescription glasses, frames, lenses, contact lenses, and sunglasses through a portfolio of optical retail banners. The company's exclusive portfolio contains the following brands: Miki Ninn, The One, Play, LightFly, Activ, and Enzzo, among others, for frames; Heritage, Seen, Solaris, and Unofficial for sunglasses; and EyeExpert and iWear for contact lenses. The assortment covers the full consumer spectrum, from well-known international brands to more-affordable in-house brands."
1221,TSXV,Golden Secret Ventures Ltd.,GGS,8789775.6,Canada,BC,Mining,,"Gold and GemStone Mining Inc is an exploration stage company. It is engaged in the acquisition, exploration, and development of gold and other silver properties. The company's mining claims include British Columbia Canada, Sinaloa, Mexico for gold and rare earth elements. Its project includes Chihuahua and Gringo Viejo project in Mexico."
1222,TSXV,Golden Share Mining Corporation,GSH,10218720.43,Canada,QC,Mining,,"Golden Share Resources Corp is a junior natural resource company focusing on mineral exploration in the province of Ontario, Canada. The exploration projects portfolio comprises one diamond project (Ogoki), Two projects (Kagiami and Sandridge) with base and/or precious metal exploration potential and two gold projects (Band-Ore and Berens River)."
1223,TSX,Golden Star Resources Ltd.,GSC,371482706.5,USA,USA,Mining,,"Golden Star Resources Ltd is a Canadian-based gold mining and exploration company. The company holds interests in various gold exploration projects in Ghana and parts of West Africa, and it also holds and manages properties in Brazil. The majority of the group's gold production is sold to a gold refinery in South Africa. The long-term objective of the company is to continue developing low-cost projects."
1224,TSXV,Golden Tag Resources Ltd.,GOG,3946327.9,Canada,QC,Mining,,"Golden Tag Resources Ltd is a mineral resource exploration company. Its project is located in the Velardena Mining District in San Diego. The company conducts its business in a single operating segment being the acquisition, exploration and development of mineral properties. The company has interest in San Diego Property which is located at 75 km southwest of the city of Torreon, 4 km ENE of Golden Mineral's San Juana Mine and 13 km NE of Penoles' Santa Maria Mine in NE Durango State, Mexico."
1225,TSXV,Golden Valley Mines Ltd.,GZZ,35922791.32,Canada,QC,Mining,,"Golden Valley Mines Ltd identifies, acquires and develops exploration and evaluation minerals in Canada as well as acquiring royalties. Its exploration properties are located in the Abitibi Greenstone Belt (AGB) (Ontario and Quebec); the James Bay, Mistassini and Otish regions of northern Quebec; the Nunavik (Ungava and Labrador) region of northern Quebec; the Athabasca Basin of Saskatchewan, and the James Bay Lowlands of Ontario."
1226,TSXV,Goldeneye Resources Corp.,GOE,1377769.74,Canada,BC,Oil & Gas,,"Goldeneye Resources Corp is principally engaged in the business of acquisition, exploration, and development of gold properties in locally and globally. Integrated Mining is the main segment of the company. The company manages its business and exploration activities through geographical regions - Canada, United States, and Internationally. The organization generates most of its revenues from the mineral exploration."
1227,TSXV,Goldex Resources Corporation,GDX,2759453.01,Canada,BC,Mining,,"Goldex Resources Corp is in the process of exploring mineral interests. The company is principally engaged in the acquisition and exploration of gold exploration and evaluation assets. Its projects include El Pato properties located in Guatemala which targets gold, nickel, tin and other light materials and La Chorrera project which is located in Guatemala."
1228,TSX,Goldgroup Mining Inc.,GGA,23113961.13,Canada,ON,Mining,,"Goldgroup Mining Inc is a gold production, development, and exploration company. It focused on the acquisition, exploration, and development of advanced stage gold-bearing mineral properties. The company operates in three geographical segments namely Canada, Mexico, Ecuador. All the company's revenue is generated in Mexico. Its project portfolio includes the San Jose de Gracia project located in the northeast portion of Sinaloa, Mexico, and the Cerro Prieto project located in the Cucurpe mining district, Sonora, Mexico."
1229,TSX,Goldman Sachs U.S. Income Builder Trust,GSB.UN,26715361.68,Canada,ON,Closed-End Funds,,"Goldman Sachs BDC Inc is a non-diversified, closed-end management investment company that elected to be regulated as a business development company focused on lending to middle-market companies. The investment objective is to generate current income and, to a lesser extent, capital appreciation primarily through direct originations of secured debt, including the first lien, unitranche and second lien debt, and unsecured debt. It invests primarily in U.S. middle-market companies such as banks and the public debt markets. The company's investment strategy is to originate proprietary loans that generate attractive risk-adjusted returns for its shareholders. Its revenue comprises of interest income and dividend income."
1230,TSX,GoldMoney Inc.,XAU,230415660.8,Canada,ON,Financial Services,,"GoldMoney Inc is a financial technology company operating a gold-based financial services platform. The company offers three types of accounts personal, business, and wealth. It operates through the following segments: Goldmoney.com and SchiffGold and Lends and Borrow Trust segment. It generates the majority revenue from Goldmoney segment."
1231,TSXV,GoldON Resources Ltd.,GLD,1611986.08,Canada,BC,Mining,,"GoldON Resources Ltd is a junior exploration company. Principally, it is engaged in the business of exploration and evaluation of mineral properties. The company's project consists of Slate falls (gold-silver) project located in the Patricia mining division and Rainy gold (gold-silver) project located in the Kenora mining division. Its Rainy Gold project covers over three claim blocks including Burditt Lake, Off Lake and Tait claim block."
1232,TSXV,GoldQuest Mining Corp.,GQC,56090419.84,Canada,BC,Mining,,"GoldQuest Mining Corp is engaged in the identification, acquisition and exploration of mineral properties. Its mining projects are Romero project and Tireo project which is located near the Dominican Republic. It has one reportable segment, being the Evaluation and Exploration of Mineral Exploration Properties."
1233,TSXV,Goldsource Mines Inc.,GXS,32368340.68,Canada,BC,Mining,,"Goldsource Mines Inc is a Canadian resource company. It is engaged in the business segment of the acquisition, exploration and evaluation of resource properties. The geographical segments of the group are Canada and Guyana. It has a business interest in its Eagle Mountain Gold Project, located on its Eagle Mountain Property, in Guyana, South America and Saskatchewan Border Coal Project located to the north of the town of Hudson Bay."
1234,TSXV,Goldstar Minerals Inc.,GDM,2250671.15,Canada,ON,Mining,,"Goldstar Minerals Inc is a Canadian natural resource exploration and development company. It focuses mainly on developing deposits which contain gold and technology metals in mining jurisdictions in Canada. The company holds an interest in four exploration properties, these being the Lake George Property and the Victoria Lake Property located in the province of New Brunswick, and the Anctil Property and the Nemenjiche Property located in the province of Quebéc. Goldstar operates through one segment being Mining Exploration."
1235,TSXV,Goldstrike Resources Ltd.,GSR,19227668.57,Canada,BC,Mining,,Goldstrike Resources Ltd. is a mining exploration company focused on gold exploration in North America. Its 100%-owned flagship Plateau Property is located in the Yukon Territory.
1236,TSXV,Gonzaga Resources Ltd.,GN,1395694.965,Canada,BC,Mining,,Golden Goliath Resources Ltd is an exploration stage company. The company's principal business activity is the acquisition and exploration of resource properties. It has two properties in Canada namely Kwai and SLF in the Dixie Lake area and San Timoteo and La Cruz in Mexico.
1237,TSX,Goodfellow Inc.,GDL,76984313.7,Canada,QC,Forest Products & Paper,,"Goodfellow Inc is engaged in remanufacturers and distributors of lumber products and hardwood flooring products. It is engaged in the wholesale distribution of wood products, and remanufacturing, distribution and brokerage of lumber. Goodfellow offers products, including decking, flooring, lumber, insulation and soundproofing, panels, siding, and specialty and commodity panels. Goodfellow represents three main sectors - retail trade, industrial, and manufacturing. The company manages its operations under one operating segment."
1238,TSXV,Gordon Creek Energy Inc.,GDN,106137.16,Canada,BC,Oil & Gas,,"Good Natured Products Inc is a plant-based products and packaging company. It is engaged in the design, production, and distribution of bioplastics for use in packaging and durable product applications. The company's segment consists of business in the plastics and packaging industry. Its products include a desk and office accessories, injection molded pots and jars, die cut and folded cartons, pet accessories, and electronic enclosures. Good Natured Products markets its home and business organization products under the good-natured brand."
1239,TSXV,Gossan Resources Limited,GSS,1990224.0,Canada,MB,Mining,,Gossan Resources Ltd is a Canadian based company. It is engaged in the business of exploration and development of mineral resources in Manitoba and northwestern Ontario with a primary focus on zinc. The company's project portfolio includes Pipestone Lake; Bird River; Inwood; Separation Rapids; Sturgeon Lake; Manigotagan Silica and Sharpe Lake.
1240,TSXV,Gourmet Ocean Products Inc.,GOP,1088562.33,Canada,BC,Diversified Industries,Consumer Products and Services,Gourmet Ocean Products Inc does not have any significant operations.
1241,TSXV,Goviex Uranium Inc.,GXU,25169047.11,Canada,BC,Mining,,"GoviEx Uranium Inc is a Canada-based company involved in industrial metals and mining business sector. It is focused on the evaluation and development of uranium properties located in the Republic of Niger. The asset portfolio of the company includes uranium development projects, including the Madaouela project in Niger, Mutanga project in Zambia, and Falea in Mali."
1242,TSXV,Gowest Gold Ltd.,GWA,44613335.7,Canada,ON,Mining,,"Gowest Gold Ltd is engaged in the business of mining and exploring minerals. It is primarily focused on the development of its wholly-owned, Bradshaw Gold Deposit, part of its North Timmins Gold Project."
1243,TSXV,GPM Metals Inc.,GPM,10827974.16,Canada,ON,Mining,,"GPM Metals Inc is a Canada-based mineral exploration and development company. It operates in two geographical areas, consisting of the exploration of minerals in Australia, and Peru. The company conducts exploration programs on two district-scale projects in stable jurisdictions. The Walker gossan project is located in the McArthur basin mining district, Northern Territory, Australia. In addition, it also holds the interest in the Pasco project concession, situated in the province of Pasco, Peru."
1244,TSX,Gran Colombia Gold Corp.,GCM,144174595.3,Latin America,Colombia,Mining,,"Gran Colombia Gold Corp is a Canada based gold and silver exploration, development and production company. Along with its subsidiaries, the company is engaged in the acquisition, exploration, development, and operation of gold properties in Colombia. The project operations of the company are Segovia and Marmato project. It derives revenue from the sales of gold and silver, of which key revenue is derived from the sales of gold."
1245,TSX,Gran Tierra Energy Inc.,GTE,1500006551.0,Canada,AB,Oil & Gas,,"Gran Tierra Energy is an independent energy company engaged in the acquisition, exploration, development, and production of oil and gas properties in Colombia. The company produces primarily light crude oil, supplemented with medium crude and natural gas. Production averaged 35,300 barrels of oil equivalent per day in 2018, and the company estimates that it holds approximately 142 million boe of proven and probable crude oil and natural gas reserves."
1246,TSX,Gran Tierra Exchangeco Inc.,GTX,18016246.44,Canada,AB,Oil & Gas,,
1247,TSXV,Grand Power Logistics Group Inc.,GPW,6043079.76,Asia,China,Diversified Industries,Industrial Products and Services,
1248,TSXV,Grande Portage Resources Ltd.,GPG,1970635.2,Canada,BC,Mining,,"Grande Portage Resources Ltd is a mineral exploration company based in Canada. The principal business activities are the exploration for and development of natural resource properties namely gold, in Alaska and British Columbia. The company holds an interest in Herbert Gold Property located to the north of Juneau, Alaska. Grande Portage operates through the single segment being The Acquisition and exploration of resource properties."
1249,TSXV,Grande West Transportation Group Inc.,BUS,55031590.32,Canada,BC,Diversified Industries,Industrial Products and Services,"Grande West Transportation Group Inc is a Canadian bus manufacturer. The company is engaged in designing, engineering and manufacturing mid-size buses for transit authorities and commercial enterprises. The company along with its dealers also supplies full aftermarket support for Vicinity buses operating in North America. It delivers across Canada and the continental U.S. through its strategically located distribution centers. The company generates a majority of its revenue from the bus sales."
1250,TSXV,Granite Creek Gold Ltd.,GCX,348123.04,Canada,BC,Mining,,"Granite Creek Copper Ltd is a Vancouver-based, public exploration company. It is in the business of acquiring and carrying out exploration on mineral properties, especially those with precious metals potential, with the goal of establishing a mineable mineral resource. The company primarily explores for gold and other mineral deposits. Granite Creek holds an interest in the Stu Copper-Gold Project located in the Minto Copper District of Canada's Yukon Territory."
1251,TSX,Granite Oil Corp.,GXO,177815859.4,Canada,AB,Oil & Gas,,
1252,TSX,Granite Real Estate Investment Trust,GRT.UN,2053795252.0,Canada,ON,Real Estate,Real Estate Operating Companies,"Granite Real Estate Investment Trust, or Granite, is a real estate investment trust engaged in the acquisition, development, and management of primarily industrial properties in North America and Europe. Granite's portfolio comprises various manufacturing, corporate office, warehouse and logistics, and product engineering facilities. The vast majority of the company's assets are logistics and distribution warehouses and multipurpose buildings split fairly evenly amongst Canadian, Austrian, and U.S. locations. Granite derives nearly all of its revenue in the form of rental income from its properties. The company's largest tenant is Magna International, an automotive parts and systems manufacturer, which accounts for the majority of Granite's lease income."
1253,TSXV,Graphene 3D Lab Inc.,GGG,7887101.04,USA,USA,Technology,Hardware & Equipment,"G6 Materials Corp is engaged in capitalizing on the groundbreaking properties of graphene and other advanced materials. The company offers high-tech solutions in several areas including, blockchain and cryptocurrency mining, R&D materials, 3D printing filaments, high performance epoxies and fine organic chemicals."
1254,TSXV,Graphite One Resources Inc.,GPH,26336786.85,Canada,BC,Mining,,"Graphite One Inc is a Canada based mineral exploration company. It is engaged in the business of acquiring, exploring and evaluating graphitic material properties and continues to develop Graphite One Project. The project is proposed as a vertically integrated enterprise to mine, process and manufactures high grade CSG primarily for the electric vehicle lithium-ion battery market."
1255,TSXV,Gray Rock Resources Ltd.,GRK,3197017.395,Canada,BC,Mining,,Gray Rock Resources Ltd is an exploration stage company engaged in the business of exploration and development of mineral properties.
1256,TSXV,Great Atlantic Resources Corp.,GR,1824580.5,Canada,BC,Mining,,"Great Atlantic Resources Corp is engaged in the acquisition, exploration, and evaluation of its mineral property interests located in Atlantic Canada. Principally, the company explores for gold, zinc, tungsten, and antimony. It is focused on the development of various project properties including Golden Promise gold, Pilley's Island, and South Quarry properties located in Newfoundland. The company's New Brunswick project properties comprise kagoot brook, keymet, Macdougall road, and Porcupine."
1257,TSXV,Great Bear Resources Ltd.,GBR,1890219.73,Canada,BC,Mining,,"Great Bear Resources Ltd is a gold exploration company. It explores for mineral properties in the Red Lake District in Ontario, Canada. Its property portfolio includes Great Bear's Red Lake Properties with the flagship Dixie project, Pakwash property, Dedee property, and Sobel property."
1258,TSX,Great Canadian Gaming Corporation,GC,1448854934.0,Canada,BC,Diversified Industries,Consumer Products and Services,"Great Canadian Gaming Corp is a gaming, entertainment, and hospitality company that operates in Canada and the United States. The company's operations are divided into four segments, based on geography: Ontario, British Columbia, Atlantic, and the United States. It generates most of its revenue from the Ontario region. The firm's sources of revenue include casinos, horse racing tracks, and various hospitality and community gambling-related facilities. The company also operates hotels, theaters, conference facilities, and dining venues."
1259,TSXV,Great Lakes Graphite Inc.,GLK,8229338.46,Canada,ON,Mining,,"Great Lakes Graphite Inc is an industrial minerals company focused on bringing carbon properties and products. It focuses on the manufacture, marketing, and sales of graphite products. Its product is categorized in types: graphite and advanced carbon products. Some of its natural flake graphite products are Micronized, High purity micronized, Ultra-high purity micronized, Spherical purified, and Coated spherical purified. The advanced carbon products include ALD-Coated graphite, Graphene, and Carbon composite materials."
1260,TSX,Great Panther Silver Limited,GPR,337736179.1,Canada,BC,Mining,,"Great Panther Mining Ltd is a precious metals mining and exploration company. The company operates three mines including the Tucano Gold Mine in Amapa State, Brazil, and two primary silver mines in Mexico: the Guanajuato Mine Complex and the Topia Mine."
1261,TSXV,Great Quest Fertilizer Ltd.,GQ,11280626.07,Canada,BC,Mining,Agriculture,"Great Quest Fertilizer Ltd is a resource development company. Principally, it is engaged in the exploration and development of exploration and evaluation properties located in Mali, West Africa. The company's project consists of Tilemsi phosphate is located in eastern Mali, Sua Pan Potash located in northern Botswana, and Sanoukou gold project."
1262,TSXV,Great Thunder Gold Corp.,GTG,1037487.29,Canada,BC,Mining,,"GT Gold Corp is a new company focused on exploring for gold in the terrain of British Columbia's Golden Triangle. Its only operating segments include the acquisition, exploration, and development of mineral properties in Canada. The company's flagship asset is the wholly-owned Tatogga property, located off highway 37 in northern British Columbia."
1263,TSX,Great-West Lifeco Inc.,GWO,37161732986.0,Canada,MB,Financial Services,,"Great-West Lifeco is one of the three big Canadian life insurance firms. With just under half of the firm's profit and revenue in Canada, Great-West also operates in the U.S. and Europe. In Canada, Great-West provides both individual and group insurance. In the United States, Great-West operates Putnam Investments and defined contribution (DC) record-keeping firm Empower Retirement. In Europe, Great-West offers life insurance, annuities, and reinsurance primarily in the U.K., Ireland, and Germany."
1264,TSXV,Greatbanks Resources Ltd.,GTB,3215901.3,Canada,ON,Mining,,"Green Thumb Industries is headquartered in Chicago, Illinois, and produces and sells medicinal and recreational cannabis through wholesale and retail channels in the United States. It has a presence in 12 states and operates over 40 cannabis stores under the chains Rise and Essence. GTI is focusing its expansion on limited license states with large populations, and it does not currently export into the global medical market due to U.S. federal prohibition. It offers multiple products under a portfolio of cannabis consumer packaged goods brands, including Dr. Solomon's, Dogwalkers, and Beboe."
1265,TSXV,Green Arrow Resources Inc.,GAR,182156.25,Canada,BC,Mining,,"Garibaldi Resources Corp is a Canadian-based junior exploration company. It is engaged in the acquisition, exploration, and evaluation of mineral properties located in Canada and Mexico. The company's projects in Mexico include the La Patilla, Sonora properties, and the Iris project. Its projects in Canada include King projects, the Red Lion project, the Grizzly project, the Tora Tora project, Golden Bear, and the Black Gold project."
1266,TSXV,Green Swan Capital Corp.,GSW,2631324.01,Canada,ON,Mining,,
1267,TSXV,Green Valley Mine Incorporated,GVY,3157415.325,Canada,BC,Mining,,"Golden Valley Bank Chico California is a banking company. Its services include checking and savings account, certificate of deposit, credit and debit cards, online and mobile banking, home loan, commercial lending, bill pay, and others."
1268,TSXV,Greenbriar Capital Corp.,GRB,12546231.54,Canada,BC,Clean Technology,Renewable Energy Production and Distribution,"Greenbriar Capital Corp is engaged in developing renewable energy and sustainable real estate projects. The activities of the company include acquisition, management, development, and sale of real estate and renewable energy projects. The projects of the company include blue mountain wind energy project and the Puerto Rico project."
1269,TSXV,Greencastle Resources Ltd.,VGN,4275067.1,Canada,ON,Mining,,"Greencastle Resources Ltd is the Canada-based based company. The company is primarily engaged in the acquisition, exploration, and development of gold and other precious metals. The Company's gold and base metal properties are at the exploration stage. The company operates through four business segments namely, Investments in private and public companies comprises of its investment in marketable securities and investment in private companies; Mining comprises of mining interests in various properties; Oil and gas segment, Drones segment which also contributes a major part of revenue, and Mining segment. Most of its revenue is earned through the Canadian market."
1270,TSXV,Greenfields Petroleum Corporation,GNF,39999090.9,USA,USA,Oil & Gas,,"Greenfields Petroleum Corp is an oil and natural gas exploration and development company. Principally, it focuses on the development and production of proven oil and gas reserves in the Republic of Azerbaijan. The company operations consist of The Bahar Project, The Bahar Gas Field, and The Gum Deniz Oil Field. Its properties associated with the project are located in the shallow waters of the Caspian Sea. The company's reportable and geographical segments are Azerbaijan and Corporate."
1271,TSXV,Greenpower Motor Company Inc.,GPV,52160844.12,Canada,BC,Clean Technology,Renewable Energy Equipment Manufacturing and Tech,"GreenPower Motor Company Inc is the manufacturer and distributor of an all-electric charter, school and city buses. The company offers electric-powered transit bus deploying electric drive and battery technologies with a lightweight chassis and low floor body. Its product line includes All-electric transit buses and All-electric school and shuttle buses. The company's buses depend on clean sheet design and utilize a custom battery management system and a proprietary flex power system for the drive motors."
1272,TSXV,GreenSpace Brands Inc.,JTR,52098931.2,Canada,ON,Diversified Industries,Consumer Products and Services,"GreenSpace Brands Inc is an organic and natural food company. It is engaged in the creation of natural food products and sale of brands in Canadian natural food industry. The Company's brands include Life Choices, Rolling Meadow Dairy, Holistic Choice Pet Food, Nudge, Love Child organics, Central Roast, and Kiju organic. Life Choices Natural Foods offers meat products made with grass-fed and pasture-raised without the use of added hormones and antibiotics. Rolling Meadow Dairy provides products made with grass-fed milk. Holistic Choice Pet Food offers natural pet food. The Nudge brand is a line of family foods. Love Child Organics provides healthy, organic baby and children's food products. It's Central Roast brand offers snacks and Kiju organic provides organic juices."
1273,TSXV,Grenville Gold Corp.,GVG,2186993.48,Canada,BC,Mining,,
1274,TSXV,Grenville Strategic Royalty Corp.,GRC,16927238.64,Canada,ON,Financial Services,,"Gold Springs Resource Corp is a Canada based mineral exploration and development company. It is primarily focused on gold exploration and development of Gold Springs project in the United States. Geographically, the group has a business presence in Bolivia, Canada, Chile and the United States."
1275,TSXV,Grizzly Discoveries Inc.,GZD,2096312.2,Canada,AB,Mining,,"Grizzly Discoveries Inc is an early-stage commodity exploration company. The company is engaged in the acquisition, exploration, and development of potash and diamonds on properties in Alberta, and various types of metals on properties in British Columbia. It holds an interest in various areas, including over four precious metal properties in British Columbia, including the Greenwood Project and the French and Silver Bear properties. It operates exploration in properties namely Alberta Diamond property, Alberta Potash property, BC Precious Metals Property."
1276,TSXV,Grosvenor Resource Corporation,GVR,5101632.24,Canada,BC,Mining,,Grosvenor Resource Corp is a Canada-based natural resource company engaged in the acquisition and exploration of mineral properties. Its asset includes Powder gold-silver property.
1277,TSXV,Groundstar Resources Limited,GSA,1095034.47,Canada,AB,Oil & Gas,,"Groundstar Resources Ltd is the Canada-based based company. The company is primarily engaged in exploration, development and production opportunities in domestic and international areas of interest. The company is exploring opportunities of oil wells in Pierson area located at Manitoba and, in Neilburg region. Most of its revenue is earned through the Canadian market while it also has a presence in Egypt, Guyana, and various other countries."
